state,city,year,storeType,price
Coahuila,Saltillo,2022,Big Retail Store,18
NuevoLeon,Monterrey,2022,Big Retail Store,14.77
Sonora,Cd. Obregón,2022,Big Retail Store,14.47
Coahuila,Torreón,2022,Big Retail Store,13.23
NuevoLeon,ZM Monterrey,2022,Big Retail Store,14.77
Sonora,Hermosillo,2022,Big Retail Store,13.43
Tamaulipas,Cd. Victoria,2022,Big Retail Store,13.87
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,23.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,25
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,25
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,25
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28.5
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Mom and Pop Store,28.5
Tamaulipas,Cd. Victoria,2023,Mom and Pop Store,24.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,12.73
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.5
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.63
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.4
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.57
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.17
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.17
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.17
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,13.87
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.9
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.53
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.17
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.17
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.5
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
Tamaulipas,Cd. Victoria,2023,Big Retail Store,14.13
Sonora,Nogales,2023,Big Retail Store,13.87
